squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price_in_thousands
17847,99,1,0,93,4081,1,7,2011,1,0,2023,7689,929,1,0,1796.19
26690,37,1,1,15,57994,1,6,2016,0,1,5625,8297,203,1,4,2677.48
66119,39,1,0,64,86171,8,5,1991,0,1,5860,4947,537,1,10,6617.91
12820,41,0,0,16,92510,1,8,2018,1,0,3771,2543,661,0,1,1283.03
20883,56,0,0,54,85377,5,9,2018,0,0,9982,8142,670,1,10,2091.51
88821,1,0,0,44,18398,5,9,2016,1,0,3418,8434,997,0,9,8886.4
26952,86,0,0,54,23395,1,10,2006,1,1,3036,9694,477,0,3,2698.98
6856,55,1,0,22,64179,2,9,2007,0,0,8070,9026,211,1,6,689.68
1251,58,0,1,34,61958,10,7,1994,0,0,7111,4200,130,0,4,128.84
89829,23,1,1,20,41659,9,10,2011,0,1,4322,6157,732,0,8,8992.97
24280,29,0,1,17,48036,1,9,1998,1,0,697,3500,550,0,2,2433.9
85030,1,1,0,48,19069,6,5,2009,0,0,7631,476,815,0,4,8509.87
60514,20,0,1,14,97117,9,9,1992,1,1,5690,8536,114,0,3,6057.45
93440,60,1,0,1,55676,6,3,1999,0,1,9361,8664,244,0,7,9347.34
88838,41,0,0,94,44183,5,3,1993,1,0,3040,8278,499,1,7,8892.16
58812,15,0,1,34,21334,3,1,2018,0,0,5235,7659,223,1,7,5888.58
83388,97,0,0,72,45858,1,4,2016,0,1,1288,9902,533,0,0,8339.97
44248,24,1,0,28,23716,4,4,2018,0,0,2192,8309,666,1,6,4431.47
8353,53,0,1,88,26753,3,8,2021,1,0,3371,1804,561,1,3,847.02
75486,21,0,0,65,44804,9,2,2021,0,1,4226,8490,733,0,4,7553.29
8639,44,0,1,93,81217,1,4,1998,0,0,7339,7122,808,1,2,872.18
30126,9,0,1,34,87179,4,7,2004,1,0,355,492,309,0,4,3017.39
74651,81,0,1,85,85855,10,4,1998,1,0,2879,9676,964,1,0,7474.28
19819,19,0,0,35,34411,10,10,2000,0,0,9281,3912,175,0,4,1984.84
90334,44,1,0,6,81833,10,1,1990,1,1,2390,828,413,1,4,9037.62
62869,18,0,0,12,39297,4,1,2015,1,1,7713,8452,333,0,9,6288.35
78972,6,1,0,70,92582,3,2,2004,1,1,7448,1279,849,1,8,7904.13
22254,94,0,1,46,12032,8,7,1991,1,0,3063,8385,653,0,6,2233.86
37225,64,1,1,10,50820,9,9,1995,1,0,7069,552,762,1,0,3729.84
50815,59,1,1,59,77685,2,4,2009,1,0,5729,1241,605,0,8,5091.1
21229,44,1,0,82,23820,9,6,2020,0,1,5610,4059,419,1,9,2132.69
59971,45,0,0,54,69967,9,5,1998,1,0,6152,9751,783,1,4,6000.65
63026,19,1,1,7,43079,9,4,2004,1,0,349,361,872,0,9,6307.28
4167,78,0,1,33,82901,2,1,2007,1,1,8886,3714,423,0,10,422.51
89157,46,0,0,42,34482,3,6,2009,0,1,3510,781,290,1,4,8920.28
15062,12,0,1,42,42048,4,2,2005,0,0,6899,1733,112,0,1,1511.86
29411,26,1,0,53,64099,2,9,2017,0,1,1681,8610,181,1,1,2948.4
9448,58,1,0,49,93978,1,4,2020,1,1,3506,3320,139,1,8,952.0
66744,40,1,0,44,83019,4,5,2011,1,1,8949,6510,851,1,10,6681.16
36268,23,0,1,65,67529,7,2,1997,1,0,7419,4511,260,1,4,3633.52
72555,30,1,1,61,40387,10,3,2009,0,0,5346,5785,533,0,0,7264.1
8731,90,1,1,24,3317,8,10,2015,1,1,8290,7290,777,0,3,880.71
30556,23,0,0,81,84084,10,1,2002,1,1,2199,2424,599,0,1,3062.45
75631,71,0,1,75,50613,4,2,2007,1,0,8978,4747,821,1,9,7570.0
33545,55,0,1,79,8288,1,2,2006,1,0,3480,4046,946,1,6,3361.07
9155,41,1,1,67,97714,6,1,1994,1,1,4976,5724,471,0,0,922.52
51130,95,1,0,87,50655,9,6,1994,0,0,4977,1669,682,0,3,5125.47
84922,97,1,0,20,93104,9,3,1993,1,1,6768,7803,901,0,2,8498.55
85661,8,1,0,22,7773,4,8,2013,1,0,679,9323,343,1,10,8570.39
32263,76,0,1,92,27952,8,1,2018,1,1,8164,3706,348,0,3,3235.94
68841,92,0,0,69,88956,5,5,2000,0,1,3643,5208,465,0,1,6890.75
52843,75,1,1,50,53689,6,7,2004,0,1,5877,1381,358,1,3,5291.09
71042,13,0,1,62,23316,4,4,2006,1,0,5182,8349,114,0,7,7108.06
5798,38,0,1,15,80266,8,3,2010,1,1,9805,6107,292,1,1,586.01
59718,72,1,1,91,15440,4,5,2008,1,0,6400,9575,141,0,7,5984.33
8139,88,0,1,6,79601,8,8,2019,1,0,9290,2218,598,0,6,819.25
15928,29,1,1,81,37194,5,2,2017,0,0,9165,6615,195,1,10,1604.0
34395,24,1,0,7,63633,8,5,1999,1,1,1417,1651,449,0,0,3442.82
32472,91,1,0,84,94,2,1,2020,1,1,4153,6976,142,1,5,3252.82
78235,8,1,1,31,11231,8,2,2019,0,0,7253,259,803,0,4,7835.67
11412,78,0,0,79,73807,1,5,2009,1,1,6899,8997,695,0,0,1145.64
92002,66,0,0,64,29907,4,8,2011,1,1,7791,7261,286,0,10,9201.71
30893,34,1,1,14,67984,10,7,1991,0,1,3587,3946,264,0,2,3098.29
38321,7,1,1,10,82794,2,7,1998,1,0,8905,6723,218,0,5,3842.19
31066,100,0,0,22,1025,5,8,2009,1,1,5243,975,209,0,2,3108.95
75868,84,1,0,57,39271,2,6,1997,0,1,8926,2374,752,1,7,7591.85
82184,14,1,0,48,83771,10,4,2011,1,0,6520,5915,171,1,2,8221.78
61039,89,0,1,89,33654,5,8,2020,1,0,8374,2465,295,0,2,6113.76
163,6,0,0,29,26761,4,3,1990,1,0,6022,8521,391,1,3,17.36
84181,78,0,1,3,9896,7,1,2000,0,1,3900,8997,345,0,5,8420.28
76485,57,1,0,14,78921,4,1,1992,1,1,6449,7262,264,0,2,7652.09
78694,73,1,1,99,78009,7,10,2016,1,1,3695,9412,956,0,1,7886.04
66813,65,1,0,38,82031,6,5,1993,0,1,7714,2281,600,1,10,6689.56
22802,89,0,0,47,83332,5,4,2021,0,0,5319,3329,222,1,8,2282.2
22061,59,1,1,50,37784,9,6,1997,1,1,5559,690,127,1,3,2212.81
15417,55,0,0,95,10701,7,8,1992,0,0,3223,2186,255,0,10,1549.28
1888,68,1,1,79,40408,2,2,2018,0,1,3550,6866,408,0,4,199.58
69665,77,0,0,13,45517,6,9,1998,1,1,9066,885,151,1,3,6967.59
79959,74,1,1,3,50010,8,3,1994,1,0,2523,7995,528,1,10,8000.9
55821,55,0,0,20,878,6,5,2018,1,1,4338,1962,900,0,6,5583.52
76669,71,0,1,3,14240,7,1,2001,1,0,7113,2210,294,1,5,7670.11
59752,83,0,1,86,78411,10,5,1995,0,0,4550,7609,246,1,0,5987.1
60166,29,1,0,29,94953,2,9,1995,0,1,396,9674,142,1,6,6020.91
55326,33,1,1,84,48611,5,6,2020,1,1,6655,8671,297,0,7,5543.24
71484,11,0,1,64,78093,10,2,1995,1,0,7799,1030,832,1,10,7153.67
54694,75,1,0,73,3520,9,8,1996,0,0,7413,6666,347,0,4,5478.96
57182,90,1,1,100,51928,1,1,1992,1,0,5306,7222,492,1,0,5728.97
66061,62,1,0,61,59318,9,7,1990,0,1,6571,1009,670,0,3,6613.49
5033,58,0,1,28,57432,2,6,1991,1,0,749,123,279,1,8,508.67
25460,89,0,1,92,75768,3,6,1996,1,0,6063,4900,976,1,7,2554.35
86387,71,1,0,34,13483,9,3,1998,0,0,2851,9711,352,0,4,8643.5
35215,19,1,1,33,68416,7,10,2006,0,1,5144,1651,976,0,3,3530.99
53874,70,1,0,73,97307,1,2,2009,0,0,9762,4046,540,0,2,5389.57
24025,1,0,0,71,92726,1,3,1993,1,1,6503,3280,585,0,4,2406.06
44438,96,1,0,93,62393,9,4,2014,1,1,6716,7562,918,0,9,4450.82
91964,56,1,1,93,59790,1,7,2013,1,1,6032,3230,950,1,0,9209.3
34762,70,1,0,45,25393,1,2,1990,1,1,3618,5461,457,1,1,3482.61
77283,12,0,1,3,49886,8,10,2016,1,1,5945,7524,854,1,10,7732.21
46558,52,0,1,28,59297,2,5,2009,0,1,3828,8690,102,0,10,4663.39
21149,25,1,0,35,1676,3,6,2000,1,0,2306,1714,802,1,4,2118.88
85663,32,1,1,21,49709,9,3,2005,1,0,8408,8807,864,1,3,8575.28
18757,75,0,0,80,98754,10,8,2018,0,1,6397,771,532,1,2,1880.6
32724,84,0,0,27,85317,8,4,2021,0,0,6354,4899,757,1,0,3273.92
71469,53,1,0,28,1253,1,5,2020,0,0,7204,565,170,0,8,7154.29
1956,88,0,0,27,39357,5,7,2010,1,1,2790,8756,655,0,5,196.86
10109,6,0,0,81,22719,5,7,1990,1,1,8202,590,716,0,10,1018.39
3966,82,0,0,20,18455,10,3,1991,1,0,440,7209,359,0,9,398.72
59016,54,0,0,45,69504,6,3,2011,0,1,6843,5761,127,0,2,5906.13
61924,89,0,1,21,57805,1,9,2003,0,1,4010,3798,525,1,4,6198.53
46204,1,0,1,70,41817,1,10,1997,0,0,8771,4753,101,0,1,4627.5
79517,9,1,0,45,75550,6,2,2000,1,1,8360,9493,190,1,5,7955.74
54550,94,0,1,59,5827,9,8,1997,0,1,4482,2989,486,0,5,5460.81
30603,57,1,1,77,37707,6,5,1991,0,1,8732,150,893,1,5,3071.42
38057,21,1,1,99,75549,3,4,2007,1,0,5824,1357,964,1,0,3820.61
11602,85,0,1,47,45724,5,9,2008,0,1,3765,2075,402,0,5,1167.53
31657,58,0,0,2,7056,6,9,1996,0,0,3710,9209,151,0,6,3166.33
54901,65,0,1,71,86028,2,9,1994,1,0,3885,6057,380,0,10,5499.86
90474,46,0,0,48,62864,1,5,1996,0,0,3951,6181,864,1,10,9048.42
49094,30,1,0,49,90656,9,2,2021,0,1,4934,3570,625,1,8,4916.62
40776,63,1,1,5,12553,3,7,2005,0,0,7587,4245,188,0,9,4083.37
83197,46,1,1,68,36740,7,5,1997,1,0,4439,9572,351,1,2,8327.91
36700,34,1,0,67,32710,6,10,2017,1,1,7506,3949,220,1,1,3680.02
13024,96,1,1,37,23654,9,10,2017,0,0,4288,4994,404,0,5,1309.08
88251,56,0,0,30,13364,7,6,2011,1,0,6309,2546,336,1,6,8828.61
76692,42,1,0,28,24738,1,10,1997,0,0,6830,8589,208,1,1,7673.3
27565,79,1,0,3,57364,8,9,1999,0,1,5802,4636,634,1,3,2760.62
55472,44,0,1,13,87433,5,6,2008,1,1,4205,6960,653,1,0,5553.01
54366,73,0,1,92,73599,1,3,2005,0,1,5120,2566,393,0,10,5443.05
84619,27,1,0,35,11177,7,9,2006,1,1,7529,8056,482,1,8,8468.43
14865,48,1,0,9,72670,5,9,1999,1,1,294,1597,106,0,1,1492.52
63147,3,0,1,94,91851,8,4,1999,0,1,3837,7959,350,0,1,6318.84
60162,93,1,0,9,69653,5,9,2014,1,1,874,2635,101,1,9,6020.75
74988,62,1,1,66,21121,9,7,2012,0,0,7677,4826,714,1,7,7513.5
11253,32,0,1,2,42949,8,3,2017,0,0,8762,5573,787,1,0,1129.35
16786,93,1,0,36,22835,5,10,2007,0,0,802,5175,262,0,10,1684.52
20995,5,1,0,29,80373,6,2,2015,0,0,2240,5667,487,1,5,2103.07
25333,24,0,1,16,5799,5,2,2013,0,0,6852,5762,622,1,1,2538.26
42242,62,1,1,64,24809,2,7,2019,0,1,8973,7060,683,1,1,4238.5
41369,18,0,1,71,43118,10,7,2013,1,0,433,6704,256,0,1,4141.34
8370,43,0,0,52,98488,6,6,1990,0,1,4081,5159,844,1,1,842.74
96173,12,1,0,36,36812,7,7,2015,1,1,837,3716,564,0,9,9623.81
15791,20,1,1,7,82060,9,1,1996,1,0,785,5340,322,0,7,1583.25
43651,35,1,1,62,5601,7,3,2005,0,1,7503,8481,774,1,8,4374.01
96177,40,1,0,19,53582,7,4,1996,1,0,2237,4485,268,1,1,9623.22
84827,9,0,1,62,52069,8,3,2018,1,0,9239,8787,911,0,2,8487.67
45330,28,1,0,9,7502,4,7,2018,0,1,7772,3200,627,1,3,4538.13
13716,62,0,1,98,61202,6,8,1990,0,1,5967,1070,911,0,10,1382.88
70345,90,0,0,2,13605,5,8,2015,0,0,3695,104,826,1,7,7035.09
89519,5,0,1,13,87969,9,4,2014,0,0,6455,1869,253,0,6,8957.4
11303,72,1,1,62,24408,1,2,2011,1,1,6126,7561,179,1,6,1140.13
48045,89,1,1,73,53573,2,8,2008,0,0,8975,4437,760,1,10,4816.52
60265,97,1,1,45,62899,1,9,1990,0,1,4110,1675,599,0,4,6033.31
79723,71,0,1,17,21006,9,7,2021,1,1,6409,3614,940,1,3,7976.91
50931,1,1,0,79,83516,10,6,2008,0,0,1622,6326,859,1,9,5101.34
18762,97,1,0,7,14066,8,5,1991,0,1,2869,7616,504,1,6,1880.75
20082,97,0,0,92,31789,10,3,2012,0,0,7692,14,336,0,6,2016.45
72871,100,1,1,85,59245,4,6,2008,1,0,4451,4499,217,1,9,7292.04
40115,28,1,0,14,84295,8,4,2003,1,1,3049,1747,622,1,4,4015.7
34136,60,1,1,18,68761,8,9,2001,1,1,6937,16,112,0,4,3422.41
28056,56,0,1,67,3918,1,3,2017,0,1,5397,8863,389,1,0,2811.13
6578,34,0,1,27,2875,4,4,2008,0,0,7746,6634,346,0,6,662.08
9381,96,0,0,77,12632,5,5,1998,0,1,3817,4038,423,0,1,943.6
27738,12,0,1,44,24970,9,4,2008,0,0,3734,5069,309,1,10,2780.18
71930,54,1,1,87,54382,7,5,2005,1,0,4619,9472,949,0,0,7208.76
13840,16,1,1,93,62438,7,6,1995,0,1,1309,6446,840,1,5,1393.78
91952,19,1,1,80,77480,5,9,2015,1,0,6435,1458,978,0,2,9207.84
47184,6,0,0,5,38927,1,4,2013,0,1,5234,4980,248,0,7,4719.03
70465,10,1,0,11,11425,6,6,2012,0,0,9473,8544,955,0,6,7052.3
85820,72,1,1,70,98420,7,9,2002,1,0,2238,7291,998,1,1,8588.4
73719,79,1,1,95,54004,2,5,1994,1,1,2610,2417,923,1,2,7383.56
79628,60,1,0,59,64099,3,3,2003,0,1,8615,7957,752,1,6,7967.88
44593,83,0,1,21,45854,8,10,2015,1,1,320,7934,470,1,3,4465.18
21597,33,1,0,3,99478,9,4,2018,0,1,7739,8227,583,0,8,2165.32
80834,22,0,1,45,14315,3,5,2003,1,1,630,469,195,0,7,8089.91
29435,69,0,1,19,48467,3,7,1991,0,0,3899,8130,499,1,10,2948.69
84587,98,0,1,71,98431,8,6,2000,0,1,3726,2292,168,0,7,8468.75
29810,60,0,1,61,42527,8,8,2008,0,0,3429,2817,837,0,10,2990.01
56391,99,1,0,9,43295,3,4,1992,0,0,349,5379,151,0,2,5641.54
37134,83,1,1,9,59284,7,1,2005,1,1,1826,6439,607,0,2,3718.81
25063,48,0,0,100,95166,8,9,2019,0,1,7677,5406,486,1,8,2516.0
49415,61,0,0,43,29898,5,2,1999,0,0,9354,294,891,0,4,4943.07
61235,83,0,1,36,630,7,3,1990,1,0,4099,6104,929,1,5,6128.73
39486,33,1,1,94,32607,3,5,1997,0,0,187,2104,583,1,4,3955.81
91626,83,1,0,55,59173,4,5,1991,1,1,2684,784,101,1,8,9169.07
87685,37,0,1,29,36296,2,9,2014,1,0,2948,3061,988,1,10,8772.04
56134,49,0,1,49,89421,2,9,1999,0,1,6815,5456,761,0,8,5619.43
23754,69,0,0,63,54077,5,7,2017,0,0,3497,6066,166,1,1,2379.38
38372,21,0,0,77,88138,7,9,2008,0,1,7937,636,796,0,4,3842.72
34555,35,1,1,45,41312,6,10,2003,1,1,1597,5925,286,1,2,3467.13
33207,66,1,1,54,26541,8,8,2000,1,1,4917,8204,338,1,10,3334.2
78396,52,1,0,41,93969,7,5,2016,0,1,3778,9042,968,0,8,7845.43
54456,90,0,0,31,57763,6,8,1994,1,1,4412,4930,591,0,6,5446.9
33662,46,1,0,38,59,7,6,2010,1,1,7341,2488,561,1,7,3370.24
40511,89,1,1,18,14273,7,7,1996,1,0,8694,9598,691,1,8,4060.28
73488,84,1,1,84,22459,9,2,2006,1,0,1524,2013,257,0,4,7356.19
71519,12,0,1,80,24484,1,8,2012,0,0,9982,6232,800,1,2,7156.3
85306,48,0,1,21,79077,9,4,1996,1,1,209,4288,405,0,5,8534.44
59704,32,0,0,84,44485,7,8,2009,0,1,9312,157,248,0,5,5974.68
39217,7,1,1,78,12508,8,9,2007,0,1,9942,9084,680,0,7,3932.89
54879,79,1,0,6,77267,7,10,1999,1,1,7739,6621,818,1,2,5492.31
88673,10,0,0,40,78694,4,2,1990,0,1,669,1134,607,1,8,8871.02
4690,15,1,1,7,30572,8,2,2014,1,0,8543,612,987,1,4,474.72
26223,35,1,1,8,53223,3,6,2014,1,1,1084,7324,195,0,5,2630.05
2789,83,1,0,55,57316,8,2,2014,1,0,4719,7771,310,1,9,283.45
6313,18,1,1,74,27295,9,6,2004,1,0,4979,3989,647,0,7,640.63
54706,39,1,0,46,49697,4,2,2010,0,0,6787,5880,467,1,4,5475.76
59003,52,0,1,63,6558,2,8,1999,0,0,3534,7930,912,0,7,5908.01
742,28,1,1,6,92580,8,6,1995,0,1,9552,8299,626,1,1,81.34
51891,91,0,0,1,58438,10,10,2018,0,0,9341,491,731,1,4,5189.84
47061,85,1,1,67,21553,10,7,2018,0,0,3054,2593,583,1,1,4713.65
44484,92,1,0,19,87791,4,3,2005,1,0,3830,7477,116,1,0,4451.85
93313,100,1,0,66,89033,5,10,2018,1,1,2702,6408,809,0,10,9338.65
20586,60,0,0,99,13408,4,6,2007,1,1,2155,9369,383,1,3,2065.93
62940,35,0,0,90,21739,1,6,2001,1,1,1900,5532,227,1,0,6299.15
73097,52,1,0,53,31906,6,7,1991,1,1,5899,201,556,1,9,7319.62
17513,98,0,0,36,58565,3,6,2020,1,1,9743,1700,705,1,10,1754.72
96601,97,1,0,37,21619,2,1,2015,1,0,478,7373,243,1,8,9665.46
92102,30,0,0,88,91469,10,4,1999,1,1,6612,6573,340,0,7,9213.41
75743,76,1,0,32,26354,6,9,2014,0,1,4005,7010,982,1,6,7580.46
11303,17,1,0,93,10912,2,10,2000,0,0,7036,6324,272,1,4,1138.81
37620,55,0,0,51,9302,9,8,1994,1,1,8318,6950,160,1,8,3764.89
4258,51,1,0,30,90758,8,5,2003,0,1,7067,6792,685,1,10,430.1
51672,89,0,1,76,16411,6,10,1992,0,1,6292,2856,591,1,10,5176.32
97887,4,1,0,90,47626,7,5,2008,0,1,7599,4001,898,0,3,9799.4
85341,52,1,0,36,42247,3,3,2004,0,1,8479,7865,884,1,4,8538.87
12939,55,0,0,48,27621,4,3,2006,0,0,2785,8311,292,0,7,1298.33
79224,87,0,0,84,73771,8,7,2008,0,0,9128,4915,648,1,0,7926.95
28281,49,0,0,33,78659,8,1,1998,0,0,8210,8529,839,1,5,2829.89
81109,78,0,0,58,87370,2,7,2008,1,0,3207,7598,393,0,4,8112.97
20967,33,1,1,66,42201,1,2,2016,1,0,8214,4091,118,1,4,2103.79
60239,37,1,0,77,73754,2,5,1998,1,1,7220,5238,276,1,5,6032.66
76707,5,1,1,37,56082,2,4,2017,1,0,5908,7968,463,1,5,7680.09
80459,43,1,0,25,95838,9,7,1991,0,0,496,2388,983,1,4,8050.1
3261,7,1,0,52,96507,7,4,2013,1,0,6538,5379,172,0,2,333.33
11339,96,0,0,70,3972,6,1,1996,1,1,2670,3572,872,0,9,1137.39
33761,71,1,0,76,98059,5,2,2001,1,0,5758,5727,677,0,2,3381.49
55858,57,0,1,18,83038,7,7,1999,0,1,8084,8326,320,0,9,5591.89
84716,69,0,1,84,42723,1,9,1998,0,0,8032,1233,958,1,3,8479.85
55228,45,0,1,85,87983,7,9,1992,1,1,5214,1711,330,1,9,5533.49
94015,33,0,0,99,45177,2,5,1992,1,1,6434,7269,600,1,2,9409.92
68738,8,0,1,74,40326,8,4,2010,0,0,8272,3502,852,0,4,6884.2
21145,70,0,0,84,1578,1,9,1997,0,1,923,9613,188,1,8,2119.49
40057,56,0,0,32,74405,10,9,2020,0,1,2609,9544,877,0,2,4007.72
1440,84,0,0,49,18412,6,10,1994,1,0,8485,2024,278,1,6,146.71
30918,43,1,0,63,45112,7,9,1993,1,1,7715,7390,631,1,7,3099.24
86284,100,1,0,22,67132,3,4,1990,1,0,7612,7741,366,0,3,8632.86
70021,52,1,0,28,95678,4,6,1992,0,1,4480,6919,680,1,1,7005.57
93670,99,1,0,4,22067,4,10,2000,0,1,9084,340,898,0,5,9372.03
23365,63,1,1,53,73093,9,1,2016,1,1,8296,6639,697,0,5,2343.96
20811,98,1,1,71,91543,1,4,1995,0,1,112,53,586,0,3,2090.69
92974,48,1,0,59,85337,1,9,2006,0,0,8907,3143,595,0,10,9301.88
41718,22,1,1,50,62654,6,9,1998,1,1,4080,4656,679,0,1,4181.24
1078,27,1,1,72,29597,6,4,1992,1,1,3539,7738,901,1,0,120.49
1314,71,0,1,4,34422,7,5,2018,1,0,7658,4339,113,0,9,133.54
35375,18,1,1,39,93034,1,9,1991,0,1,2534,4366,550,1,8,3547.72
59009,42,0,1,88,70478,6,5,2006,1,1,6191,4612,375,0,6,5908.46
93032,31,0,0,4,9809,8,1,2021,1,0,7900,2053,403,0,1,9304.11
16834,67,1,0,54,60701,5,8,1999,0,1,4649,6155,947,1,0,1691.56
74909,92,0,0,97,19228,3,1,2004,0,1,551,8988,522,0,3,7492.81
76640,59,0,0,61,85557,5,9,2006,1,1,3488,9639,672,1,5,7669.43
82557,76,1,1,85,75533,4,8,2013,0,1,2948,5016,697,0,3,8262.79
11617,70,1,0,67,60071,5,6,2006,1,0,7914,3215,821,0,10,1171.85
46910,80,1,1,99,32102,7,6,1994,0,0,4093,3721,890,1,8,4706.37
78546,92,0,1,84,52906,10,6,1991,0,1,978,3244,530,1,4,7864.95
27339,15,1,0,88,56506,1,4,1993,0,0,3443,9612,133,1,1,2746.84
63223,52,1,0,66,35225,5,9,2015,0,1,9008,2000,187,1,6,6331.26
11027,5,0,0,10,45536,5,2,2001,1,0,3181,1291,198,1,0,1103.79
76298,45,0,0,83,22015,10,8,2011,1,1,4466,4687,753,0,8,7633.81
33272,97,0,1,88,54672,6,7,2020,1,0,8224,5806,455,1,10,3332.41
71373,84,1,0,12,89969,5,3,2021,1,1,8384,5114,965,1,1,7141.74
15064,44,1,1,1,34563,9,4,2001,0,1,7518,4708,738,0,8,1512.8
95143,90,0,0,72,35374,9,2,2010,1,1,8157,4722,373,1,1,9517.87
31040,15,1,0,9,76614,3,10,2003,1,1,8377,1155,343,1,1,3108.83
72938,90,0,1,64,28816,3,6,2007,1,0,242,1625,929,0,3,7301.22
95800,34,1,0,20,34604,7,8,2021,0,0,2299,3031,141,1,0,9585.13
87781,72,1,1,44,74153,2,9,2011,1,1,3052,7070,933,1,10,8789.65
3514,8,0,1,21,67658,8,6,2013,1,1,1565,5840,975,0,2,357.86
60826,54,1,0,30,82621,3,2,2016,0,0,8428,5008,296,0,0,6087.97
27655,12,0,0,19,95042,9,10,2009,1,0,2566,4157,453,1,5,2767.02
8028,74,0,0,36,75459,3,5,1994,0,1,4987,4315,546,0,3,804.14
20002,12,1,1,76,77642,9,6,1997,0,1,7291,3513,253,1,3,2015.3
87587,80,0,0,59,88746,5,7,2011,0,0,4857,2220,713,1,7,8761.57
77927,11,0,0,39,82622,1,8,2011,1,0,7644,3303,230,1,9,7796.74
36466,74,1,0,11,95070,6,4,2021,1,0,3367,3239,938,1,4,3648.76
43758,83,0,0,94,79250,5,6,2008,1,0,9550,6177,441,0,0,4385.1
89280,63,0,0,11,90567,8,8,2020,1,1,7274,7335,465,1,9,8929.25
44247,65,1,0,76,22087,5,5,1995,0,1,5574,2304,220,0,10,4430.62
9494,59,1,1,49,34249,7,4,2013,0,0,5051,8101,267,1,4,958.56
67462,52,1,0,98,68411,2,3,2008,1,1,5585,2304,655,0,2,6754.74
62037,58,0,1,72,44967,10,5,1992,1,1,5891,5957,638,1,2,6213.11
76938,62,0,1,64,21614,2,6,1990,0,1,9365,3276,850,0,7,7697.36
62646,36,1,1,43,69758,8,2,2005,0,0,1710,3049,784,0,8,6273.25
71989,41,0,0,77,50519,2,3,2003,0,0,7290,4027,337,1,4,7204.74
46865,18,1,0,39,32012,5,3,2020,1,1,1187,7858,912,1,1,4690.71
20119,35,0,1,89,20837,6,1,2011,0,0,6036,7204,813,0,2,2019.98
32389,73,1,1,86,13176,10,2,2007,0,0,6047,5764,466,0,5,3247.58
5988,72,1,1,10,57227,10,5,2009,0,0,7391,1692,487,1,2,606.47
13027,58,0,1,2,39083,1,7,2011,0,1,8344,8116,341,0,10,1306.64
59260,39,1,1,35,94035,2,1,2018,1,1,1832,1087,452,0,10,5932.37
87596,67,0,1,94,51487,7,2,2006,0,1,4344,1645,828,1,1,8772.43
28924,10,1,0,36,63110,5,3,1992,1,1,9545,107,945,0,8,2895.66
16000,41,1,1,25,86898,9,4,2007,0,1,7228,764,138,0,6,1606.95
87603,45,0,0,31,72028,2,4,2019,1,0,5175,7284,684,0,4,8762.69
87567,2,1,0,38,50622,7,5,1990,0,0,1840,4409,297,1,8,8763.66
34469,70,0,1,26,2906,3,6,2007,1,1,1828,9672,677,1,4,3450.55
41932,74,0,0,89,57829,3,5,1990,1,1,2379,9129,942,0,7,4196.8
4722,57,0,0,99,9659,10,1,1995,1,1,806,9281,456,0,3,481.42
40849,75,0,0,21,85257,10,2,2007,0,0,7070,8345,793,0,2,4086.31
34061,43,0,0,90,26346,3,1,1993,0,0,1616,6765,534,1,9,3407.53
22541,99,1,1,27,30951,3,5,2011,1,0,4339,4606,419,0,10,2264.2
36108,69,1,1,2,57879,3,3,2001,0,1,4764,1961,289,1,8,3617.76
33612,29,0,0,22,80147,6,1,1995,1,1,5058,4116,182,0,7,3364.17
84479,4,0,1,51,67682,7,4,2010,0,1,9349,4058,810,1,7,8454.6
64245,59,1,1,5,9634,4,2,2012,0,1,4341,8736,559,1,5,6430.47
31644,35,0,1,42,96222,2,4,2013,1,1,3968,6793,842,1,5,3169.5
84392,53,1,1,41,68025,1,9,2012,0,0,6183,8551,242,1,8,8446.85
62766,25,1,1,23,40478,3,5,2013,0,1,4652,7173,724,1,6,6281.75
87346,56,1,1,82,34773,9,9,1990,0,1,5792,549,947,1,4,8743.24
39549,62,1,0,7,45127,1,8,1992,0,1,3947,8127,533,1,7,3959.43
13687,36,1,1,93,2400,3,5,2001,1,1,4148,6383,590,0,5,1376.33
68862,78,1,0,12,71442,4,9,2017,0,1,3064,5202,962,0,9,6891.08
18730,68,0,1,71,91571,2,6,2008,1,1,7624,2629,331,0,7,1884.16
20159,23,1,1,54,38198,7,4,2001,0,0,6989,1853,283,1,9,2024.37
74137,54,0,0,80,67649,5,8,1991,1,1,373,5835,305,0,5,7418.47
1220,83,1,1,37,24224,7,7,2004,1,1,2133,2781,852,0,7,134.47
6478,66,0,1,33,95335,9,6,1994,1,1,4780,920,905,0,6,652.6
38755,15,0,1,53,24243,10,2,2005,1,1,8609,3772,802,1,10,3884.79
58314,84,1,1,8,83646,2,1,2021,0,1,8292,8418,880,0,0,5835.78
13386,51,0,0,90,87978,4,6,1993,0,0,2885,1149,904,1,4,1342.51
99095,77,0,1,49,22255,4,8,2006,1,0,6432,5861,960,1,7,9915.57
20851,89,1,0,33,76716,1,10,2004,1,0,2317,6358,677,0,0,2091.09
8130,44,1,1,88,30282,6,7,2014,1,1,7573,8826,978,1,5,823.64
38132,73,1,0,16,59938,6,2,1996,0,1,7592,4645,112,0,3,3818.56
